	Sample 0	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Sample 19	Sample 20	Sample 21	Sample 22	Sample 23	Sample 24	Sample 25	Sample 26	Sample 27	Sample 28	Sample 29	Sample 30	Sample 31	Sample 32	Sample 33	Sample 34	Sample 35	Sample 36	Sample 37	Sample 38	Sample 39	Sample 40	Sample 41	Sample 42	Sample 43	Sample 44	Sample 45	Sample 46	Sample 47	Sample 48	Sample 49	Sample 50	Sample 51	Sample 52	Sample 53	Sample 54	Sample 55	Sample 56	Sample 57	Sample 58	Sample 59	Sample 60	Sample 61	Sample 62	Sample 63	Sample 64	Sample 65	Sample 66	Sample 67	Sample 68	Sample 69	Sample 70	Sample 71	Sample 72	Sample 73	Sample 74	Sample 75	Sample 76	Sample 77	Sample 78	Sample 79
Sample 28	0.2569665432586489	0.7315323513494956	0.6505912450646166	0.23711870722380687	0.4178919590685213	0.6937660764057475	0.6016676809129589	0.23103383011067188	0.7907121648836888	0.5075441610626468	0.36395873520562866	0.2582945301122052	0.6835961364965901	0.8168937041337527	0.14868219063485474	0.09242388178941496	1.0246686674161043	0.9938727552137694	0.5973260019857054	0.816469299396818	0.39832996060016646	0.7779795610566299	0.5176632506653907	0.7642639313836883	0.7042340560322969	0.6883747904182569	0.6278464483982854	0.9831003933599533	0.0	0.6911884540687937	0.38361484452982225	0.6234215060416322	0.5216012114521433	0.561678842723625	0.5031777806590046	0.5408914266256903	0.7863547475226058	0.8290855035556141	0.3531092214471221	0.356691413941297	0.6657784999660394	0.275957774743987	0.6260383555439322	0.7942758273524932	0.22595817101081025	0.12296305513585541	0.3740984634538536	0.9874693097497556	0.2156349394023489	0.6667189305443804	0.4310219376864108	0.9965166183188423	0.35072907459020636	0.3034392112453268	0.6834747485215729	0.39583449948782595	0.5099276662423937	0.7281769705178541	0.2694734077258072	0.4142145150568691	0.23395182576897738	0.319339135656268	0.4767908417039342	0.277196008311036	0.3218381554839618	0.28012750652783486	0.5846296653247876	0.21319492198225712	0.36802482987790885	0.7560770270956465	0.4060651401401126	0.8048130728760994	0.7592036440123192	0.6912676263610676	0.4948864428864023	0.5362857665921007	0.27546638228699505	0.598154323209288	0.32587593923161634	0.6222950197272166
Sample 29	0.45707694653174813	0.5538674613488321	0.21638346477218484	0.5236364684163942	0.4447191762433772	0.18462856992726975	0.27300426157936253	0.4647579792752919	0.22722839224531535	0.28848005266264104	0.391910273538637	0.564277625526968	0.09097376672736446	0.210042862752724	0.6064232767139051	0.6746345281683039	0.6482778277748302	0.38296238376866903	0.5321686982203242	0.13937395601320307	0.31151029183198636	0.24443534696873442	0.3118841281972373	0.25563659149945234	0.21794187869166476	0.6101286972008809	0.10809554450662129	0.3157308405220759	0.6911884540687937	0.0	0.3383142828257071	0.28694794534500995	0.45051404088147534	0.20644137441806892	0.22423279211250008	0.210433795547742	0.41922404962536985	0.29844258012460045	0.39792978390428796	0.3728228943723831	0.09157598762147115	0.4485910310455645	0.10765659558713475	0.3114346812898456	0.5006722079768958	0.7027656730005778	0.3271673281151749	0.4212704488442017	0.4826905989120822	0.4772781374340649	0.45525728158630396	0.35839695218937717	0.6561461567856964	0.5447205103626234	0.17683982883444005	0.45984112773080493	0.7890037962507191	0.8478111712194462	0.42508887690396924	0.2965173809716126	0.751619228619959	0.406844469024919	0.291530687386679	0.48589562723914703	0.4294948663786864	0.42849897852189767	0.35196644770746954	0.5527806194997255	0.33083369605457047	0.1405358360881454	0.2982756911921523	0.24491324855866217	0.16608291518528773	0.3120036164370695	0.22549928229554692	0.3118364261964859	0.4291660924506019	0.5946303859253789	0.45204174371193395	0.527446381836629
Sample 30	0.13980117272576645	0.4916162686761858	0.29827959476113897	0.27064922246709733	0.21321371997255534	0.35546725159526316	0.2748569131458931	0.17000052759400425	0.49369364881905764	0.268373519788666	0.1061194748370388	0.23219100945734666	0.32756265893160763	0.44573662844246853	0.27422376201934356	0.34704200823421566	0.7420587880803583	0.6293931082858579	0.39859995013979527	0.4692962534530636	0.14653961693095927	0.42950320552355	0.19807599991196617	0.4274482238607659	0.4121742635156881	0.5060091643392328	0.3146718770245323	0.6228072756604187	0.38361484452982225	0.3383142828257071	0.0	0.2844184801602186	0.39163456444632766	0.2456779200445434	0.1889447555173081	0.19575623375260762	0.4968551084902266	0.47074139455212344	0.06419755822266081	0.10511981587455986	0.3445911071353517	0.21188840216296448	0.27029235274743496	0.47112943619339165	0.16871158348979043	0.3807966614498304	0.1099672276226286	0.6463291325292969	0.1688618857092776	0.3955161593883376	0.22215812957649916	0.6383996422929068	0.35901106726252746	0.339683051566724	0.3277965373443952	0.22532001917796507	0.5319284652601385	0.6645024807976259	0.13138026133954042	0.188174073892988	0.41833182804673874	0.1215193508992339	0.236768681968251	0.17355556080274806	0.22331244058804386	0.1413840028836938	0.39125968232515657	0.2846526771483191	0.0578123200816732	0.41190315277538786	0.04850193722315696	0.497105374223954	0.3891193639284473	0.38183172351291456	0.16664751094614327	0.29781334836169443	0.11090129589962387	0.42214760572218407	0.26376630104777815	0.5110221371739629
Sample 31	0.3698613933182663	0.27400288647643045	0.07830757877395622	0.5471210604563785	0.23883236960739435	0.16967319737161485	0.05684165595885338	0.437108804437669	0.5125588922587907	0.4506647706712954	0.26101259898371976	0.4797270788492831	0.20927874843354866	0.2425260269750152	0.5184166702843955	0.5822448786573151	0.46351601981979756	0.3883402744961991	0.2563123493880367	0.40745865254514074	0.28468188711476333	0.18860170752257266	0.10611186463832145	0.18759617394652528	0.4834698221738709	0.33397690876672764	0.3200543140322721	0.4314610087752392	0.6234215060416322	0.28694794534500995	0.2844184801602186	0.0	0.6140634451016596	0.17573518619990083	0.20445292360264822	0.14119844129221973	0.23228271554666147	0.21314812114338613	0.3123322351722199	0.27099497285711455	0.3067527857643426	0.4775326490064997	0.18927535229529405	0.21970966171572373	0.4129770048453565	0.5839656698836448	0.35806900413340026	0.38763657325437384	0.4247568618203721	0.1915865526280623	0.23796385887785784	0.41616516981538754	0.45031236326796586	0.6098741522557113	0.13245638011331298	0.2656786814109323	0.5430083301379871	0.5692877619868185	0.3979098530277388	0.365727079849571	0.5999407300082064	0.3066676891466212	0.43121181400356356	0.353227462554452	0.4869491061765533	0.4207825868279213	0.5590521915038612	0.5638065524250254	0.29571169893407895	0.2589266107437202	0.2753576099251592	0.5267778543770762	0.20287442315581616	0.13175796789031963	0.32830083295553913	0.4828378631761423	0.363572302132602	0.31539249669098524	0.5221133737556631	0.7209020602367197
Sample 32	0.4413578265840007	0.865401378685935	0.5834776519863418	0.28580575937328395	0.5952899621857991	0.5889251830280895	0.5955131186244789	0.3571691690004414	0.4032404014896256	0.17085170102959663	0.4843812263530108	0.4636587380489217	0.5141967297557973	0.648976874436256	0.48783900385990103	0.5366659441897843	1.0593346435196374	0.8297247071812288	0.7809066093945843	0.5005578997230147	0.40830917871927447	0.6739560879792628	0.5568506239377485	0.6768170780178143	0.30243706044329793	0.8846292637618343	0.39784959253923496	0.7520296960804423	0.5216012114521433	0.45051404088147534	0.39163456444632766	0.6140634451016596	0.0	0.5001553377233622	0.4498143404724676	0.48591575694237865	0.8047316711806314	0.7266864225035716	0.4249366928332352	0.4575569455171644	0.44610675238640585	0.27413520586886875	0.47752773815426336	0.7293854488376526	0.44603290566293935	0.6042367077190143	0.2928458340552646	0.8695872202124726	0.40396048094094444	0.7704068433823585	0.609607620630437	0.8055905409191878	0.7063518845355472	0.22798930920909938	0.5772404624476228	0.5959127224105958	0.8925152642799506	1.0488994226044688	0.3532671422572533	0.30236636830926655	0.6773933768594554	0.4584695919992486	0.18606743993493313	0.51076480184681	0.2227140517605297	0.3185714316351796	0.13768865708970182	0.3124982908417353	0.37684928853866767	0.5790148906030608	0.3705628894053859	0.39115743922701757	0.598925181564873	0.682039332653818	0.2870256599355798	0.14541149658879268	0.40508243913724556	0.8134279601777029	0.20821491075435242	0.12081175597484688
Sample 33	0.3221017456037475	0.4121327275661952	0.1384283452442509	0.4559913285455214	0.270455910459259	0.1349570551504385	0.12837914211105278	0.36181014026219993	0.3987788695374096	0.3331158445028875	0.24434242959587021	0.4705602339919997	0.14956930547067412	0.28401119272661124	0.48638921959694703	0.5452174533198709	0.5701579198489816	0.4479320774672024	0.3594573556229254	0.33892102650347683	0.1680382200117159	0.2312191100372724	0.1561414502896368	0.21539788429753542	0.3739295341363862	0.44053869901343023	0.18025549813002184	0.43070243413128667	0.561678842723625	0.20644137441806892	0.2456779200445434	0.17573518619990083	0.5001553377233622	0.0	0.06451500918762101	0.06927215182328043	0.3081871410782814	0.30397955472991744	0.29845149132081533	0.2210032877861532	0.17679897541401107	0.37692866535816233	0.10952444114940034	0.2543923145032575	0.3775880068767488	0.5522789026001413	0.2661474421266804	0.4375008816325749	0.3643484217611177	0.348280931081587	0.28795175685324903	0.43872336527204653	0.48788940427932564	0.5030441613951488	0.14491105001653215	0.27683397645694796	0.6046201781967661	0.6692133886121525	0.32245090388116554	0.22786342610547025	0.6049013959525983	0.25540951198832035	0.31520153421999153	0.3331001919921742	0.3831543631467389	0.347541454006138	0.4273805604084903	0.4806511489201773	0.22324416967802954	0.2025994510619079	0.21083508029577125	0.43246848276862665	0.22948656066814452	0.18817784490927528	0.24104579686320932	0.3793786274151076	0.3085335719485005	0.43460803451428565	0.4094230118580802	0.6020374798499175
Sample 34	0.26458316297858026	0.44056095865101613	0.18117289927531413	0.3917492257115362	0.2462900095999106	0.1951325571523743	0.16364754139716448	0.2983213349728085	0.40191055167054474	0.2872451747532289	0.19738498938321658	0.41331373348259437	0.18831105828526717	0.3305033857926091	0.4278775570194227	0.48765138834615296	0.6253687468749228	0.5032879814977372	0.37106234856796044	0.36107658873274545	0.10785219067215153	0.28924388172031945	0.1525424577041801	0.2767492748311412	0.3603332069732451	0.4615102393664357	0.18342472713637661	0.48251817076591	0.5031777806590046	0.22423279211250008	0.1889447555173081	0.20445292360264822	0.4498143404724676	0.06451500918762101	0.0	0.06903274004544598	0.363623141856561	0.3561883844848033	0.24450172658299796	0.16836811834035403	0.19695564521264702	0.3130327615380245	0.13576811113028625	0.3172297272378385	0.3194897437990046	0.49991506950572906	0.2032369436186113	0.4994831061519154	0.3030797732037335	0.3681217719880953	0.265597347039804	0.4955182113314491	0.45450126789791157	0.4405994792224268	0.19428002462591104	0.2506204942495207	0.5871074027674649	0.6737313338792082	0.2587968803336707	0.17077556640805022	0.5561857337198999	0.20170406073877448	0.2652387993348575	0.28382597378357216	0.3203329854185998	0.2833710250155536	0.38914073608126504	0.41623220681261386	0.16085557613270965	0.25399103694056674	0.1513413491381835	0.4311516229508112	0.27304737111691263	0.2432666472834465	0.19462511899765372	0.3351105963344513	0.24808258458309726	0.4370773944687124	0.34772131373409754	0.5564856634218244
Sample 35	0.2900855643941437	0.3953384763143316	0.1200633574762394	0.433328142795143	0.23618068635685205	0.16119332807689696	0.11013784591847056	0.3347530020441	0.41531272990654056	0.3205850354037805	0.20227905380988542	0.4217499891233963	0.15840058377061209	0.2798260432104482	0.450356355787988	0.514642017415106	0.580191957497323	0.4544892260128996	0.3399209968911794	0.3486322121943303	0.16221154408966626	0.24204130636694796	0.1098227807742747	0.23520510654937787	0.3752789516316711	0.4300721895121857	0.20495200203430924	0.44918219977582197	0.5408914266256903	0.210433795547742	0.19575623375260762	0.14119844129221973	0.48591575694237865	0.06927215182328043	0.06903274004544598	0.0	0.32523426264727107	0.2992095821114343	0.24576953837296678	0.18901284544044955	0.20822151599130642	0.3576688177397023	0.10706664228182958	0.27933256357866204	0.34022054585517364	0.5268639857896087	0.23685694939351856	0.45762674823992544	0.3344891878649219	0.31567313187636237	0.24883783892726144	0.4568663723544473	0.4528808871202888	0.4864516947085898	0.14294977725859087	0.2508005537010989	0.5794331168223779	0.6504170563882781	0.2936969754128499	0.22750411178435173	0.5684328387749754	0.22655822838722806	0.30025054254296085	0.29896524986110484	0.36304408073736655	0.3151237913138106	0.42713136503654214	0.45532247961145084	0.18757095615400252	0.2310821011534426	0.16711279919754532	0.4364270843183493	0.22285913957805142	0.20276527254520396	0.20902699762728383	0.3604573505322202	0.2744843758838967	0.4020578338515365	0.39459904177571115	0.59261523335254
Sample 36	0.5523705470054259	0.23549276315826506	0.2389789368903696	0.7384800797929478	0.39122829035035306	0.23694354058888606	0.2248000375599453	0.6254844561008542	0.6238113419613822	0.6354286095317655	0.4502385215475406	0.6866528590521485	0.3288625071001324	0.3034106560062558	0.703877152221633	0.7552450278977572	0.2648702235117403	0.3381185477126354	0.29110139141696634	0.5051079922850557	0.4473084499872258	0.1979408383735792	0.30362556876224395	0.1735216978919608	0.6329711959874682	0.29294631129187804	0.44578576998195113	0.41256643472271837	0.7863547475226058	0.41922404962536985	0.4968551084902266	0.23228271554666147	0.8047316711806314	0.3081871410782814	0.363623141856561	0.32523426264727107	0.0	0.2180793182893505	0.5254633756686976	0.45177448998675146	0.4128887124437858	0.6646550416130208	0.3412051276207866	0.13041417357389018	0.6028511834185413	0.7362406373487396	0.5567049400118491	0.26528523211271077	0.6105588528117588	0.2575821361337506	0.3943653031510594	0.3620699416821652	0.5813964786595223	0.7984819914856356	0.2519791696212409	0.40375536130166295	0.6071957101710254	0.5559341627798929	0.5889254609192299	0.5323761996306278	0.7575632854411177	0.48251300569508	0.6190898078312533	0.5257102651167814	0.6791096168388464	0.6204328456432855	0.7265778306205456	0.7569664350167595	0.49268163354387645	0.3099557462527178	0.4818532262383202	0.6569325869354095	0.2990962132760217	0.12316133940385683	0.52997436692121	0.6754102622288974	0.5544603995156696	0.3792914839192106	0.70838837361945	0.9046049466674697
Sample 37	0.5737812977596259	0.35948914255603415	0.18075212450744269	0.7258928808343937	0.45044164255351354	0.1857014081033659	0.23425300014069492	0.6284986316546574	0.501138766705504	0.5596416352629244	0.4688026998535211	0.6779965001143268	0.22608210221302677	0.10886265149664187	0.7250414585848457	0.7913587504659936	0.3725483461608171	0.17671250995889856	0.41378993620884424	0.3530702962461525	0.45946507599857506	0.08935962437153418	0.3163955786587328	0.12211035798776883	0.5115305821329749	0.44995695212471476	0.37340914093887584	0.25663517681109055	0.8290855035556141	0.29844258012460045	0.47074139455212344	0.21314812114338613	0.7266864225035716	0.30397955472991744	0.3561883844848033	0.2992095821114343	0.2180793182893505	0.0	0.5075697676462548	0.47262969064804033	0.33655389138229724	0.6518809221873217	0.2602111179147998	0.14254568611874913	0.6176627971698305	0.7960235928622467	0.5232523151503001	0.19787169927954493	0.6239139750106959	0.31701210221076176	0.44881600536123994	0.22118310187116438	0.6579229334933862	0.7747571305945568	0.1652835956069752	0.47539223947910453	0.7286195166287124	0.7041561643505128	0.5872359461112685	0.5132169891358739	0.8120040580732869	0.5099978172092198	0.5517126359575373	0.5642553245844212	0.6502807493958864	0.6041694048147304	0.6442452358068333	0.7470948314919675	0.4799885474504134	0.21031803810492322	0.45168038570426766	0.5135574996371909	0.13448498687846716	0.19095070981491677	0.45333268228191315	0.5838224899309569	0.5619549220543562	0.47479846439125933	0.6820126300949126	0.8154526659416169
Sample 38	0.1189229971845478	0.49097417545105243	0.33920210707431714	0.2697446541913195	0.20066101374627987	0.4053919428457049	0.308974612924467	0.16451100745250224	0.5551819113044815	0.31898452056306964	0.10105352152748293	0.1768458866804787	0.38326628966156207	0.49090999543283464	0.2287284647611244	0.30411782481925637	0.76219662170359	0.6712613041077526	0.3910497176211872	0.5283049163958243	0.1943966701306797	0.4729908219577177	0.22189556088900642	0.471292404751375	0.47025081248127065	0.49970459390162314	0.37859024563919	0.6747911567688977	0.3531092214471221	0.39792978390428796	0.06419755822266081	0.3123322351722199	0.4249366928332352	0.29845149132081533	0.24450172658299796	0.24576953837296678	0.5254633756686976	0.5075697676462548	0.0	0.1215283278054433	0.4074802853985604	0.22644896090209032	0.3268821943057766	0.5123285488069307	0.12881186871296316	0.33897846326342973	0.1560442672508603	0.6880319983878718	0.14952864016010728	0.3936712606196266	0.20413395319951094	0.6865410532051351	0.311403256064772	0.3485721129880574	0.37458089382214416	0.21434702539269568	0.4915648801600177	0.63575251569402	0.13589044416320725	0.2424297941813565	0.36315288226368453	0.12423436257621097	0.2869586814373272	0.1405207463891365	0.24477440506423243	0.14456148010951098	0.4407778969499209	0.2756752505776001	0.10793252860789274	0.46765900303051006	0.11239590376102149	0.5550044678361733	0.4361256337261196	0.4166693483223695	0.22361958669842152	0.3431103536669879	0.09976612998048098	0.3997576297425492	0.2858057049755805	0.5450639193081213
Sample 39	0.10529662669036696	0.4425611438869749	0.2939867992027564	0.2975295350655419	0.1416099499709015	0.34422774544606316	0.24769489150260582	0.176456235896886	0.5378959781793884	0.3307685701122393	0.04884055719664787	0.26478769180571254	0.34271084110030525	0.464699031641395	0.26829892281674356	0.327728119536474	0.7009591803283216	0.6378522316609349	0.3340482572361099	0.5105623132486281	0.10354909087314404	0.42266350958271326	0.16736513200624245	0.4113459454269935	0.47075925818950776	0.4383589844218643	0.33434718592385837	0.6379890715291853	0.356691413941297	0.3728228943723831	0.10511981587455986	0.27099497285711455	0.4575569455171644	0.2210032877861532	0.16836811834035403	0.18901284544044955	0.45177448998675146	0.47262969064804033	0.1215283278054433	0.0	0.35842689282233126	0.23583722348156494	0.2862971024087152	0.44510872112922484	0.1606051058456986	0.3382638999158883	0.16606927692351936	0.6342176096586417	0.15943294020331758	0.3631823595315677	0.162335363444253	0.6447240976916949	0.30337687216521053	0.37307358743305524	0.32915078757138216	0.13889015243613392	0.4622775669217514	0.594859064832038	0.14321721211175628	0.19815463784779638	0.38803880809516933	0.03810511324707252	0.2978965686137409	0.11615086810354865	0.26472046717154185	0.1806372753147085	0.44628228927361596	0.31034871246951423	0.08447477929918513	0.41591125048237965	0.11288736504929726	0.5554709733035826	0.4082741384899949	0.34470561453914844	0.24035166029367744	0.37249250377694015	0.10327158238505921	0.3706763261240168	0.29846140379413155	0.5765539004528593
Sample 40	0.44320611995442877	0.5624583777900154	0.23658011453230154	0.5060877218138015	0.4383029980292329	0.1805387381288106	0.27622614435816023	0.4481118471049383	0.22780836120301676	0.2832960823280154	0.3868939771787134	0.5728634328174526	0.11843200529959079	0.26339093267740915	0.5979923946585904	0.659834812944803	0.655041889688506	0.4224551169882597	0.5298129624359371	0.18557866063776748	0.2787801738485545	0.2635430356437515	0.3164602850648832	0.26095357612126613	0.23238068748794954	0.6052200982812932	0.049788623161011306	0.34627711329366667	0.6657784999660394	0.09157598762147115	0.3445911071353517	0.3067527857643426	0.44610675238640585	0.17679897541401107	0.19695564521264702	0.20822151599130642	0.4128887124437858	0.33655389138229724	0.4074802853985604	0.35842689282233126	0.0	0.42749336191791515	0.12398762992325925	0.30882764055381945	0.49297734580706154	0.6821729146753293	0.31897895950395516	0.4364174792191702	0.46757001111561264	0.49667408649552386	0.45433844547946195	0.3855907186462175	0.6502614642174632	0.5241185096554908	0.19903537813299196	0.44569712976403264	0.7790553353287183	0.8430236019381724	0.41028158488130634	0.2604310743924811	0.7442217360958363	0.38982243777711173	0.2843945701784818	0.47435608880515245	0.4128596479357119	0.4198109420591965	0.33737525324525497	0.5373949565448961	0.3220097179402096	0.1428014723668095	0.29915848184011457	0.2723804711019272	0.21866928328971785	0.3058798744326039	0.240141939516284	0.3208135447938664	0.41791839564250266	0.602653055112009	0.4300549465260378	0.5230125275205588
Sample 41	0.1855416291549863	0.6779938707005817	0.4758520742827446	0.08106476500833808	0.36901817219062977	0.5033030224202267	0.45305268437718477	0.09140918051529831	0.5201475932973075	0.23179512443417305	0.26396384886787677	0.25504769491914725	0.4653247009703819	0.610824008684256	0.24007677849447098	0.2873381912386564	0.9228472967155241	0.7968848123362069	0.5679113161848005	0.5600683039279856	0.22048505868115276	0.5950642625804549	0.3868453183579716	0.5875265343592595	0.42967324738966567	0.6715827765882353	0.38269387611731376	0.7587924356464577	0.275957774743987	0.4485910310455645	0.21188840216296448	0.4775326490064997	0.27413520586886875	0.37692866535816233	0.3130327615380245	0.3576688177397023	0.6646550416130208	0.6518809221873217	0.22644896090209032	0.23583722348156494	0.42749336191791515	0.0	0.41048293256754065	0.6300341478113957	0.19255665204961736	0.34116036257951865	0.13327406658899585	0.808547745136262	0.1395453996844239	0.5935015180461622	0.38657930049994976	0.7876868203328927	0.44847994332100743	0.1377083017628794	0.4926029573065405	0.3597654517812205	0.6308794293768701	0.8033343533045387	0.10183953265217142	0.17225944714544586	0.4254430554019251	0.21975948386573424	0.2017892201582584	0.25651474146037445	0.05278395035135858	0.08452516193137649	0.31495787831769906	0.11194772839711646	0.18292793102310348	0.5400550091438175	0.2078671895932475	0.5309217304643145	0.5523188123940811	0.5482461672794853	0.2424655595578483	0.264088482667016	0.15878218890720053	0.5952517226437921	0.07360094026400328	0.38874694106907304
Sample 42	0.3808384567211517	0.4568422244814332	0.12414223167643842	0.4878933652643938	0.34238200226731597	0.11705073112496708	0.16859020961181218	0.40756024797807844	0.32558890818901226	0.30711977775274246	0.30249666087373184	0.5015162173873124	0.05819340741278648	0.20681019442377074	0.5377987962843235	0.604427662652053	0.5860292859321484	0.3880454730117745	0.42620917533178193	0.2429618844921647	0.23705043240728654	0.19818318615228875	0.20716726880054423	0.20070918742798718	0.30231436416391394	0.5066442044149035	0.13569390182025912	0.35801193179655394	0.6260383555439322	0.10765659558713475	0.27029235274743496	0.18927535229529405	0.47752773815426336	0.10952444114940034	0.13576811113028625	0.10706664228182958	0.3412051276207866	0.2602111179147998	0.3268821943057766	0.2862971024087152	0.12398762992325925	0.41048293256754065	0.0	0.25546487512355986	0.4285059663121018	0.623586357506078	0.2845172073598189	0.40615773933586397	0.4166167855511323	0.38069991365542255	0.3532612661355115	0.3785763548034167	0.5586303924089338	0.5255799959432546	0.10157470979441774	0.3577768141456427	0.6839755641917284	0.7415149901945505	0.3662247111498685	0.2601090136339209	0.6681842395449052	0.3226829764716136	0.29769640156240634	0.39915190847811055	0.4033514126381739	0.37887717043509567	0.3960854315179654	0.5140270645150827	0.2626799632137021	0.14266003545939637	0.2337065982000212	0.34711860635482733	0.14894637435656818	0.2235575763878135	0.2113498107161576	0.3410015247649186	0.3587605482682602	0.4909583087619121	0.4309223037110571	0.5711823640329486
Sample 43	0.5503262908096317	0.34282703986888236	0.18287707522385968	0.7080092287755234	0.42347893907192685	0.14051031581591114	0.2072893655152192	0.6071779359158815	0.5049535036917304	0.5586197552846399	0.4512897060184141	0.6854620243655069	0.22632018213554617	0.19569670210219411	0.7105029421491234	0.7684479651793023	0.3465824432529889	0.2509913540967874	0.37993458425799265	0.3811829403090243	0.41767327013454475	0.08775761169928305	0.3017406670592112	0.058899955945353195	0.5252680957126874	0.4072141298609566	0.34883396257632787	0.2923208681363455	0.7942758273524932	0.3114346812898456	0.47112943619339165	0.21970966171572373	0.7293854488376526	0.2543923145032575	0.3172297272378385	0.27933256357866204	0.13041417357389018	0.14254568611874913	0.5123285488069307	0.44510872112922484	0.30882764055381945	0.6300341478113957	0.25546487512355986	0.0	0.6028009378966355	0.7624709394987661	0.5132090022899872	0.1972367634445839	0.6019909346540077	0.3277124917658726	0.4298433881088663	0.2550503658274583	0.6358749914340128	0.7564523258195192	0.1670202165109287	0.4376900554220169	0.6944817199909097	0.6709805584905316	0.5676081037164031	0.47985970007282924	0.7945617103159057	0.48009506676537617	0.5481244527203499	0.5397174263049571	0.635097814240703	0.5930117926208592	0.6383193433021798	0.7309877312185101	0.46445477483006165	0.1878525340804565	0.44632680843719696	0.5387473231239716	0.19451688487827623	0.1142760223357074	0.4630181223342452	0.5955077005403464	0.5433202150026784	0.46508173242649903	0.6622962090213947	0.8201548662147671
Sample 44	0.06128559790533506	0.553269343445489	0.4430320023625388	0.21022066613306623	0.23384249397618231	0.5000599085108524	0.4000685004391082	0.1024015974200415	0.6378703415497252	0.3730730005645839	0.1543536807563229	0.12471610692552455	0.48645714818572655	0.6059754184711263	0.11015689316186303	0.17939047853891327	0.841359604178319	0.7841131040969644	0.43239688936669607	0.6317757492064527	0.23268677495551074	0.5755519005587444	0.3106763417955225	0.5675799306784728	0.5514682632676842	0.5366454837198879	0.45985706519647646	0.7840879660574852	0.22595817101081025	0.5006722079768958	0.16871158348979043	0.4129770048453565	0.44603290566293935	0.3775880068767488	0.3194897437990046	0.34022054585517364	0.6028511834185413	0.6176627971698305	0.12881186871296316	0.1606051058456986	0.49297734580706154	0.19255665204961736	0.4285059663121018	0.6028009378966355	0.0	0.21550386025087906	0.20470448922425757	0.788938098946258	0.058666399797348924	0.4705405021586876	0.24320000978684894	0.7949615927065211	0.2621478710405332	0.3020264522417305	0.4790684707483083	0.22755300930387598	0.45206431054909346	0.6328830174149747	0.10869550549071065	0.27560087981332926	0.26298574261767194	0.13032662184174204	0.3388784649476076	0.09441656584775936	0.2323641915868186	0.12906457974071908	0.4821807239427336	0.20471297646635317	0.1715973134167487	0.5657584523688832	0.2028464131811573	0.644757157551377	0.5497304691111133	0.5003765582677858	0.31266929623044415	0.4018125236110447	0.07601375610263919	0.4362991114030805	0.26412420215765803	0.5647636006754922
Sample 45	0.2466825381326437	0.6508994161823167	0.6242508761593695	0.3212105218626948	0.3565427529428406	0.6776638439702477	0.5671176186529687	0.26858170070762993	0.8334318369746705	0.5626311761776335	0.33270820936922413	0.24807304726790905	0.6804965771203524	0.7993479139976151	0.14340278935846623	0.08734001682898232	0.9583369950122559	0.9677167144506068	0.5149528641546546	0.8360137380141962	0.4046134891419261	0.7521514733138372	0.4796464709635675	0.7377715594698356	0.7506209929480013	0.5998616807186389	0.6503394981441429	0.975936819740812	0.12296305513585541	0.7027656730005778	0.3807966614498304	0.5839656698836448	0.6042367077190143	0.5522789026001413	0.49991506950572906	0.5268639857896087	0.7362406373487396	0.7960235928622467	0.33897846326342973	0.3382638999158883	0.6821729146753293	0.34116036257951865	0.623586357506078	0.7624709394987661	0.21550386025087906	0.0	0.4050240081548472	0.9558113015141237	0.23268975989482266	0.5937875601705292	0.3649896124872837	0.9795718724027079	0.2401800118656254	0.40214284273182327	0.6644373911965615	0.33474702635470066	0.390608599992678	0.6138259366256454	0.29667831569967745	0.45162263387674917	0.1291817029909466	0.30123080243662226	0.5291828604830714	0.23337865467505284	0.39007688936620777	0.3174969231871156	0.6557135472312912	0.2995081019977799	0.3739124521453251	0.7521460251958895	0.41115081287146343	0.8474860159599359	0.7441721294150196	0.6528070824969231	0.5216653103841724	0.5935716504038916	0.277866658253253	0.5038923437045362	0.4047271590040508	0.7132958074069492
